"V1","V2"
0.952964898605367,-0.148879763522747
0.985529549508304,-0.0613733594616327
0.226575719826776,0.77701735373232
-0.55407143581746,0.714456423927627
1.01177480243952,0.0308534565722992
1.01659894845238,0.127244546389126
0.99561866330671,0.222873727442937
-0.828610557976377,-0.685241072322829
0.976070774835492,0.317879293930434
-1.01030023889949,-0.224593349712647
0.959653087047784,0.415032742370924
0.917126324501962,0.504929863260014
0.887232322022598,0.601901040569493
0.826708751115672,0.68396048723019
0.0166635563363575,-0.498295402971196
1.1500834442322,-0.586717078278064
0.773578136004075,0.772231896723787
0.365274712968652,-0.441434665620239
0.675419933571829,0.821037852145493
0.418979215420777,-0.421869641099374
-0.260133218019358,-0.355166347245539
0.818284364916075,-0.927308753141878
0.516481458615151,-1.09750150418342
0.627241960071644,0.921071525431002
0.518882828989665,0.551720168342742
0.537890393136006,0.977880757726785
-0.336281063268434,-0.212060358225285
0.452553255433124,1.04263122291055
-0.83238101242004,0.4955888340793
1.19810612232388,-0.473931727223764
0.354609493808739,1.08803436703733
-0.755145954826715,0.548657659513452
0.408897790134022,0.646471054340088
0.682485255175584,0.0412965495942206
0.719816280108983,-0.989296281896767
0.247464896392637,1.10977535242014
0.622173336990506,-1.05182035850724
0.145394088594526,1.14805569033786
0.596995498048088,0.432999220629909
-0.310429310118227,-0.243686452018956
0.152449988457423,0.799068182707893
-0.77218836719962,-0.771090075639165
0.03824622738993,1.17662313312281
-0.684099738313103,-0.829674452834476
-0.0361771874418541,-1.15979962474951
-0.0734562060797156,1.17898639240035
-0.185150088387881,1.1692954216999
-0.295201324624438,1.14628353557615
-0.408445536494905,1.1353467327541
-0.515610750545932,1.09513528527718
-0.617237935450011,1.04153917714672
-0.69759534170419,0.616147647902349
-0.719853047275909,0.98935727251053
-0.470670255547491,0.73758534446855
-0.350983730051176,-1.07963500508031
-0.939044198643378,0.240662058682202
-0.811066122107221,0.917561802394769
-0.916376407328158,0.861008195675275
-0.983534194604334,0.157161476030306
0.187135568370909,-1.19859818729097
-1.00938391236684,0.784563521562348
0.290643466995933,0.735115897606447
-1.07189065953396,0.679845079768916
-1.15200988698994,0.587908097580535
-1.19328244829479,0.471548770198905
0.60318708292984,-0.196154115093665
-1.25591575785618,0.365269042465943
-1.28085947299683,0.243553700863316
0.114274642149665,-0.516414397376413
-1.31219229914852,0.123609278613104
0.064569933929545,-0.506320703394511
-0.96369665535444,-0.416314908543068
